tweet_id,date,full_text,tweet_type,hashtags,mentions,user_location,geo,lat_coordinates,lng_coordinates,place_type,place_name,place_full_name,country_code,country,prof_country,prof_country_code,prof_locailty,prof_region,prof_sub_region,prof_full_name,prof_coord_lat,prof_coord_lng,reply_count,quote_count,likes_count,retweet_counts,hyperlink
1588315208132755457,Thu Nov 03 23:40:29 +0000 2022,@SenatorWicker @POTUS Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,"['@SenatorWicker', '@POTUS']","Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588315208132755457
1588315201849417733,Thu Nov 03 23:40:28 +0000 2022,"@GOP @GOPChairwoman Bull fucking shit!

The more Republicans, the more guns, the more school shootings, the more dead kids. 

But hey, as long as the NRA is happy. 

🖕🏽",Reply Tweet,,"['@GOP', '@GOPChairwoman']","Denver, CO",,,,,,,,,United States,Denver County,Denver,Colorado,,"Denver, Colorado, United States",-104.9847,39.73915,0,0,0,0,https://twitter.com/twitter/status/1588315201849417733
1588315172841848834,Thu Nov 03 23:40:21 +0000 2022,@FoxNews Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@FoxNews'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588315172841848834
1588315119280234496,Thu Nov 03 23:40:08 +0000 2022,@davidhogg111 I voted for gun safety and I voted for the NRA to keep teaching safety classes for people that want to be. And I vote for training to make sure that they can hit what they're aiming at,Reply Tweet,,['@davidhogg111'],Manchester Md,,,,,,,,,United States,Carroll County,Manchester,Maryland,,"Manchester, Maryland, United States",-76.88498,39.66121,0,0,0,0,https://twitter.com/twitter/status/1588315119280234496
1588315097910636546,Thu Nov 03 23:40:03 +0000 2022,"@NRAisViolence @ManMet80 WADR, 

#End #MassMurders 
#End #GunViolence 
#BanAssaultWeapons 

#MomsDemandAction. 
@MomsDemand 
@GunDeaths 

#USA HAS A 

#MetalIlness ‼️

#VoteBlueToSaveOurKids 

#Uvalde #Families 🙏🏽❤️‍🩹❤️‍🩹❤️‍🩹",Reply Tweet,"['#End', '#MassMurders', '#End', '#GunViolence', '#BanAssaultWeapons', '#MomsDemandAction', '#USA', '#MetalIlness', '#VoteBlueToSaveOurKids', '#Uvalde', '#Families']","['@NRAisViolence', '@ManMet80', '@MomsDemand', '@GunDeaths']",USA,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,0,0,0,https://twitter.com/twitter/status/1588315097910636546
1588315093607272448,Thu Nov 03 23:40:02 +0000 2022,@bennyjohnson Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@bennyjohnson'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588315093607272448
1588315084367040514,Thu Nov 03 23:40:00 +0000 2022,"OFTEN IMITATED BUT NEVER DUPLICATED
(918) 928-7460
https://t.co/RWNQWlOFNL
#gun #guns  #glock #pewpew #gunsofinstagram #pistol #shooting #tactical #gunsdaily #ar #firearms #rifle #military #mm #weapons #pewpewlife #army #gunporn #weapon #ak #weaponsdaily #hunting #freedom https://t.co/gLEbzDpUeW",Original Tweet,"['#gun', '#guns', '#glock', '#pewpew', '#gunsofinstagram', '#pistol', '#shooting', '#tactical', '#gunsdaily', '#ar', '#firearms', '#rifle', '#military', '#mm', '#weapons', '#pewpewlife', '#army', '#gunporn', '#weapon', '#ak', '#weaponsdaily', '#hunting', '#freedom']",,USA,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,0,1,1,https://twitter.com/twitter/status/1588315084367040514
1588315053065109504,Thu Nov 03 23:39:52 +0000 2022,@cvpayne Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@cvpayne'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588315053065109504
1588315041169870849,Thu Nov 03 23:39:49 +0000 2022,"@RepMTG Why won't Republicans pass common sense gun laws that 70% of Americans want? 18 year olds should not be able to buy AR-15's on their birthday.  Why?  Same reason their car insurance is higher, cause they are clearly at risk &amp; those around them are. The US even arms the cartels!",Reply Tweet,,['@RepMTG'],United States,,,,,,,,,United States,US,,,,United States,-98.5,39.76,1,0,0,0,https://twitter.com/twitter/status/1588315041169870849
1588315025868869633,Thu Nov 03 23:39:46 +0000 2022,@ACTBrigitte 🔨 Defend the 2nd Amendment 🔨,Reply Tweet,,['@ACTBrigitte'],"Arizona, USA",,,,,,,,,United States,US,,Arizona,,"Arizona, United States",-111.50098,34.5003,0,0,1,0,https://twitter.com/twitter/status/1588315025868869633
1588314983653199872,Thu Nov 03 23:39:36 +0000 2022,@TakeThisSword Thank you! I need a bigger one to compete with open carry though,Reply Tweet,,['@TakeThisSword'],"San Antonio, Texas",,,,,,,,,United States,Bexar County,San Antonio,Texas,,"San Antonio, Texas, United States",-98.49363,29.42412,0,0,0,0,https://twitter.com/twitter/status/1588314983653199872
1588314970462486529,Thu Nov 03 23:39:33 +0000 2022,@Jim_Jordan Free speech unless you push back and criticize them. Safe cities? Jews will not replace us? Open carry no permit. Remember those Republican talking points? Affordable groceries? Trump kept using tariffs and didn’t understand how they affected everyone. They need to cancel u #Liar,Reply Tweet,['#Liar'],['@Jim_Jordan'],"Long Island,New York",,,,,,,,,United States,Queens County,Long Island City,New York,,"Long Island City, New York, United States",-73.94875,40.74482,0,0,0,0,https://twitter.com/twitter/status/1588314970462486529
1588314936006307841,Thu Nov 03 23:39:24 +0000 2022,"@Logan97632432 @lilmooseknuckle @sagesteele Please tell me how “democrats went after my kids.” This is fascinating considering republicans devote every breath to looser gun laws. And yes looser gun laws means more death, even for said kids in school.",Reply Tweet,,"['@Logan97632432', '@lilmooseknuckle', '@sagesteele']","Murfreesboro, TN",,,,,,,,,United States,Rutherford County,Murfreesboro,Tennessee,,"Murfreesboro, Tennessee, United States",-86.39027,35.84562,1,0,1,0,https://twitter.com/twitter/status/1588314936006307841
1588314928405954560,Thu Nov 03 23:39:23 +0000 2022,@ScottPresler Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@ScottPresler'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314928405954560
1588314893404573699,Thu Nov 03 23:39:14 +0000 2022,Republicans have a lot of effin nerve talking about crime withour discussing the gun violence that is rampant in our country. #TheReidOut,Original Tweet,['#TheReidOut'],,Long Island ,,,,,,,,,United States,Queens County,Long Island City,New York,,"Long Island City, New York, United States",-73.94875,40.74482,1,0,3,0,https://twitter.com/twitter/status/1588314893404573699
1588314886001799168,Thu Nov 03 23:39:12 +0000 2022,@CasandraLGarcia Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@CasandraLGarcia'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314886001799168
1588314850752536578,Thu Nov 03 23:39:04 +0000 2022,@brithume Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@brithume'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,1,0,https://twitter.com/twitter/status/1588314850752536578
1588314838069301249,Thu Nov 03 23:39:01 +0000 2022,@CAPAction Extreme MAGA gun laws are causing an increase in violent crimes in every state. Vote for Democrats to end the #MAGACrimeWave,Reply Tweet,['#MAGACrimeWave'],['@CAPAction'],Maryland,,,,,,,,,United States,US,,Maryland,,"Maryland, United States",-76.74997,39.00039,6,0,8,2,https://twitter.com/twitter/status/1588314838069301249
1588314814610173952,Thu Nov 03 23:38:55 +0000 2022,@leezeldin @TuckerCarlson Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,"['@leezeldin', '@TuckerCarlson']","Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314814610173952
1588314781613977600,Thu Nov 03 23:38:48 +0000 2022,@TomiLahren Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@TomiLahren'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314781613977600
1588314754178846725,Thu Nov 03 23:38:41 +0000 2022,@SarahHuckabee Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@SarahHuckabee'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314754178846725
1588314729629351937,Thu Nov 03 23:38:35 +0000 2022,@MayraFlores2022 Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@MayraFlores2022'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314729629351937
1588314710134657024,Thu Nov 03 23:38:31 +0000 2022,@JoJoFromJerz Gun rights are womens rights. ❤️🇺🇸,Reply Tweet,,['@JoJoFromJerz'],"Oregon, USA",,,,,,,,,United States,US,,Oregon,,"Oregon, United States",-120.50139,44.00013,0,0,0,0,https://twitter.com/twitter/status/1588314710134657024
1588314707345408000,Thu Nov 03 23:38:30 +0000 2022,@marcorubio Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@marcorubio'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,1,0,https://twitter.com/twitter/status/1588314707345408000
1588314693231427585,Thu Nov 03 23:38:26 +0000 2022,"When asked about the Brooklyn star, the Golden State coach — who’s been extremely vocal about gun control and other social issues — initially wanted to “sit that one out.” After being asked a broader question, he shared his stance. https://t.co/PKVmfTMrOm",Original Tweet,,,"San Francisco, CA",,,,,,,,,United States,San Francisco County,San Francisco,California,,"San Francisco, California, United States",-122.41942,37.77493,1,0,1,1,https://twitter.com/twitter/status/1588314693231427585
1588314658271858688,Thu Nov 03 23:38:18 +0000 2022,@GOP Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@GOP'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,1,0,0,0,https://twitter.com/twitter/status/1588314658271858688
1588314651057704961,Thu Nov 03 23:38:16 +0000 2022,"I'm proud to receive the Moms Demand Action Gun Sense Candidate Distinction. As a mom of kids in public school &amp; sponsor of safe-storage laws in Lansing, I know how imperative it is that we find community solutions to gun violence with partners like @MomsDemand at our side. https://t.co/JizfRLveYP",Original Tweet,,['@MomsDemand'],"Pittsfield, MI",,,,,,,,,United States,US,,Michigan,,"Michigan, United States",-85.50033,44.25029,2,0,66,25,https://twitter.com/twitter/status/1588314651057704961
1588314595642736641,Thu Nov 03 23:38:03 +0000 2022,@TudorDixon Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@TudorDixon'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314595642736641
1588314538491117568,Thu Nov 03 23:37:50 +0000 2022,@RepMTG @KariLake Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,"['@RepMTG', '@KariLake']","Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314538491117568
1588314536410599424,Thu Nov 03 23:37:49 +0000 2022,@MarshaBlackburn I’ve said it before wearing did not traumatize any of the kids in my family. Mass shootings at schools  active shooter drills bullet proof back packs open carry in restaurants etc. that’s what traumatized them. Push back on that!,Reply Tweet,,['@MarshaBlackburn'],"Key West, FL",,,,,,,,,United States,Monroe County,Key West,Florida,,"Key West, Florida, United States",-81.78259,24.5557,0,0,0,1,https://twitter.com/twitter/status/1588314536410599424
1588314506547154946,Thu Nov 03 23:37:42 +0000 2022,@kayleighmcenany @ABC Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,"['@kayleighmcenany', '@ABC']","Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314506547154946
1588314479267573760,Thu Nov 03 23:37:35 +0000 2022,@BretBaier Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@BretBaier'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,1,0,https://twitter.com/twitter/status/1588314479267573760
1588314456756752385,Thu Nov 03 23:37:30 +0000 2022,"POLITICO laughably claims support for gun control not hurting Democrats
https://t.co/1MHS7LG63c",Original Tweet,,,United States,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,1,10,2,https://twitter.com/twitter/status/1588314456756752385
1588314455636525058,Thu Nov 03 23:37:30 +0000 2022,@SteveDaines @JoeBiden Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,"['@SteveDaines', '@JoeBiden']","Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314455636525058
1588314421872377858,Thu Nov 03 23:37:22 +0000 2022,@marklevinshow Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@marklevinshow'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314421872377858
1588314380352954369,Thu Nov 03 23:37:12 +0000 2022,@NewJeffCT @Jim_Jordan Lax gun laws.,Reply Tweet,,"['@NewJeffCT', '@Jim_Jordan']","New Orleans, LA",,,,,,,,,United States,Orleans Parish,New Orleans,Louisiana,,"New Orleans, Louisiana, United States",-90.07507,29.95465,1,0,3,0,https://twitter.com/twitter/status/1588314380352954369
1588314337466540032,Thu Nov 03 23:37:02 +0000 2022,@RepAndyBiggsAZ Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@RepAndyBiggsAZ'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314337466540032
1588314299721650176,Thu Nov 03 23:36:53 +0000 2022,@IAPolls2022 @EchelonInsights Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,"['@IAPolls2022', '@EchelonInsights']","Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314299721650176
1588314265256984577,Thu Nov 03 23:36:44 +0000 2022,"@dsyreetav @MomsDemand It is so incredibly impressive how much Montgomery County, MD leaders prioritize gun safety. Thanks in part to the amazing MoCo @MomsDemand volunteers who hold them accountable! ❤🧡❤🧡",Reply Tweet,,"['@dsyreetav', '@MomsDemand', '@MomsDemand']","New Jersey, USA",,,,,,,,,United States,US,,New Jersey,,"New Jersey, United States",-74.49987,40.16706,0,0,2,2,https://twitter.com/twitter/status/1588314265256984577
1588314247154794496,Thu Nov 03 23:36:40 +0000 2022,@sagesteele What has changed when it comes to the kids in the past 2 years? Absolutely nothing other than not many books to read in the school library. Can’t stop school shootings when one side won’t enforce restrict guns laws.,Reply Tweet,,['@sagesteele'],Orlando,,,,,,,,,United States,Orange County,Orlando,Florida,,"Orlando, Florida, United States",-81.37924,28.53834,0,0,0,0,https://twitter.com/twitter/status/1588314247154794496
1588314237864026112,Thu Nov 03 23:36:38 +0000 2022,@ScottPresler Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@ScottPresler'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314237864026112
1588314219312578560,Thu Nov 03 23:36:33 +0000 2022,@laurenboebert @JohnFetterman Why is that a concern for people voting to save our Democracy? At least he won't be trying to blast his AR 15 in a road rage event?,Reply Tweet,,"['@laurenboebert', '@JohnFetterman']",West Lafayette IN,,,,,,,,,United States,Tippecanoe County,West Lafayette,Indiana,,"West Lafayette, Indiana, United States",-86.90807,40.42587,0,0,0,0,https://twitter.com/twitter/status/1588314219312578560
1588314216192126978,Thu Nov 03 23:36:33 +0000 2022,@MollyJongFast The police are gun owners and even they didn’t shoot the guy after they witnessed him hitting Pelsoi with a hammer.,Reply Tweet,,['@MollyJongFast'],CA,,,,,,,,,United States,US,,California,,"California, United States",-119.75126,37.25022,0,0,1,0,https://twitter.com/twitter/status/1588314216192126978
1588314187658207232,Thu Nov 03 23:36:26 +0000 2022,@Hildegardlee61 @JoeBiden Nothing brings Republicans together like turning a blind eye to school shootings and not caring when women get raped,Reply Tweet,,"['@Hildegardlee61', '@JoeBiden']","New York, USA",,,,,,,,,United States,US,,New York,,"New York, United States",-75.4999,43.00035,0,0,0,0,https://twitter.com/twitter/status/1588314187658207232
1588314180263632897,Thu Nov 03 23:36:24 +0000 2022,This is ridiculously good volleyball going on in Coralville right now. Only fitting it goes 5. #2A #iahsvb,Original Tweet,"['#2A', '#iahsvb']",,"Ames, Iowa",,,,,,,,,United States,Story County,Ames,Iowa,,"Ames, Iowa, United States",-93.61994,42.03471,0,0,0,0,https://twitter.com/twitter/status/1588314180263632897
1588314128313040896,Thu Nov 03 23:36:12 +0000 2022,@leezeldin Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@leezeldin'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314128313040896
1588314125842624512,Thu Nov 03 23:36:11 +0000 2022,@ColinCowherd @DrHoodieMaddog Is doing absolutely nothing about guns and school shootings “coming for your kids?” Because that will be a major issues Tuesday as well…,Reply Tweet,,"['@ColinCowherd', '@DrHoodieMaddog']","California, USA",,,,,,,,,United States,US,,California,,"California, United States",-119.75126,37.25022,0,0,2,0,https://twitter.com/twitter/status/1588314125842624512
1588314101280755712,Thu Nov 03 23:36:05 +0000 2022,@RandPaul Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@RandPaul'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314101280755712
1588314056582082561,Thu Nov 03 23:35:55 +0000 2022,@SenDanSullivan Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@SenDanSullivan'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,0,0,https://twitter.com/twitter/status/1588314056582082561
1588314025393238016,Thu Nov 03 23:35:47 +0000 2022,@sagesteele Not interested in your daughters having any reproductive rights or your kids being safe from school shootings apparently??  I am also standing up for my kids. 💙💙💙💙,Reply Tweet,,['@sagesteele'],Virginia,,,,,,,,,United States,US,,West Virginia,,"West Virginia, United States",-80.50009,38.50038,0,0,0,0,https://twitter.com/twitter/status/1588314025393238016
1588313943461613569,Thu Nov 03 23:35:28 +0000 2022,"@GiffordsCourage If they believe the presence of their own guns makes the polls unsafe, then they aren't safe gun owners and they know it.",Reply Tweet,,['@GiffordsCourage'],"San Angelo, TX",,,,,,,,,United States,Tom Green County,San Angelo,Texas,,"San Angelo, Texas, United States",-100.43704,31.46377,0,0,1,0,https://twitter.com/twitter/status/1588313943461613569
1588313889514455041,Thu Nov 03 23:35:15 +0000 2022,"@SenateGOP Mass shootings, overheated planet, insurrection, and these guys https://t.co/oOq1F2ZTyi",Reply Tweet,,['@SenateGOP'],"California, USA",,,,,,,,,United States,US,,California,,"California, United States",-119.75126,37.25022,0,0,0,0,https://twitter.com/twitter/status/1588313889514455041
1588313868652380160,Thu Nov 03 23:35:10 +0000 2022,"We have seen anti-Jewish rhetoric acted out at Tree of Life Synagogue. And others. A San Diego man was inspired by mass shootings at the Tree of Life Congregation in Pittsburgh and two mosques in Christchurch, New Zealand, shortly before he attacked Chabad of Poway.",Original Tweet,,,"New York, NY",,,,,,,,,United States,US,,New York,,"New York, United States",-75.4999,43.00035,8,0,129,43,https://twitter.com/twitter/status/1588313868652380160
1588313829364359169,Thu Nov 03 23:35:01 +0000 2022,@davidhogg111 Doesn’t the NRA gun safety?,Reply Tweet,,['@davidhogg111'],"Atlanta, Ga",,,,,,,,,United States,Fulton County,Atlanta,Georgia,,"Atlanta, Georgia, United States",-84.38798,33.749,0,0,0,0,https://twitter.com/twitter/status/1588313829364359169
1588313822783160320,Thu Nov 03 23:34:59 +0000 2022,"@EmilyGiangreco @PaulZeise @WTAE @highsmith34 I really hope he doesn’t take the lazy way out and blame guns but instead talks about the importance of fixing the root causes of gun violence - poverty, broken homes, failed schools, lack of faith, lack of hope for the future etc ….",Reply Tweet,,"['@EmilyGiangreco', '@PaulZeise', '@WTAE', '@highsmith34']","Pittsburgh, PA",,,,,,,,,United States,Allegheny County,Pittsburgh,Pennsylvania,,"Pittsburgh, Pennsylvania, United States",-79.99589,40.44062,0,0,4,0,https://twitter.com/twitter/status/1588313822783160320
1588313818136207360,Thu Nov 03 23:34:58 +0000 2022,"@mrsberthamason1 Hmmm, don't think the quote from a retired super homophobic, anti-5th amendment, life sentences for bad checks disgrace to the supreme court justice is someone you should base your authoritarian gun control stance on. https://t.co/BcAhsfkMUO",Reply Tweet,,['@mrsberthamason1'],"Washington, USA",,,,,,,,,United States,US,"Washington, D. C.","Washington, D.C.",,"Washington, D. C., Washington, D.C., United States",-77.03637,38.89511,1,0,2,0,https://twitter.com/twitter/status/1588313818136207360
1588313787618164742,Thu Nov 03 23:34:51 +0000 2022,@JoJoFromJerz Turning out for Roe? It’s a shame most Democrats think it’s alright to murder many thousands of babies in the womb each year in U.S. Turning out for gun safety? Only people hurt by Dem unConstitutional gun laws are law-abiding citizens since criminals will still have their guns.,Reply Tweet,,['@JoJoFromJerz'],Tampa,,,,,,,,,United States,Hillsborough County,Tampa,Florida,,"Tampa, Florida, United States",-82.45843,27.94752,0,0,0,0,https://twitter.com/twitter/status/1588313787618164742
1588313757503160321,Thu Nov 03 23:34:43 +0000 2022,@nedryun Vote Red? Christian Nationalism. Control Womens Rights. Free Gun laws to allow kids to own guns and kill other kids. Promote Trickle Down economics by providing wealthy corporations tax breaks.  Make all schools Christian “interpretive” schools and deny diversity. No. Vote Blue,Reply Tweet,,['@nedryun'],"Fort Worth, TX",,,,,,,,,United States,Tarrant County,Fort Worth,Texas,,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,1,0,https://twitter.com/twitter/status/1588313757503160321
